id,name,links,ingredients,recipe
161,Bread Pudding,https://youtu.be/WD7jrF_oLHI,"For sugar caramel:1 cup sugar,for custard mixture:3 slice bread (white or brown),2 cup milk,1 cup sugar,1 cup custard powder (vanilla flavoured)","1)Firstly, in a pan take 1  cup sugar and heat on low to medium flame.
2)Stir in between until sugar melts completely.
3)Continue to heat on low to medium flame until the sugar turns golden brown. 
4)This stage of sugar is called caramelized sugar.
5)Pour the caramelized sugar into a small bowl and swirl slightly to coat the wall of the bowl. keep aside.
6)Now take 3 bread slices, and trim off the sides.pulse into crumbs using a mixi. 
7)Make sure to pulse and blend and not make a paste. keep aside.
8)In a large bowl, take 2 cup milk, 1  cup sugar and 1  cup custard powder.
9)Whisk and mix well until everything is well combined. make sure there are no lumps.
10)Transfer the milk mixture into a large kadai and cook on medium flame until the milk thickens.
11)Now add in crumbled bread and mix well.continue to cook until the mixture turns super creamy and thick.
12)Pour the mixture into the bowl of caramelised sugar.place in the steamer for 30 minutes.
13)Cool completely and refrigerate for 1 hour or until it sets completely.
14)Finally, unmould and enjoy caramel bread pudding."
162,Bread Pizza,https://youtu.be/RtO5eSwCnSg,"For pizza sauce:cup tomato sauce,1 tsp chilli sauce,1 tsp chilli flakes,1 tsp mixed herbs,Other ingredients:3 slice bread (white or brown),capsicum (sliced),tomato (sliced),onion (sliced),sweet corn,olives (sliced),jalapeno (sliced),mozzarella cheese (grated),chilli flakes,mixed herbs,butter (for toasting)","1)Firstly, in a small bowl take 1  cup tomato sauce, 1 tsp chilli sauce, 1  tsp chilli flakes and 1  tsp mixed herbs.
2)Mix well making sure everything is well combined. pizza sauce is ready. keep aside.
3)Take a bread slice and spread 2 tsp of prepared pizza sauce. 
4)You can alternatively use store brought pizza sauce.top with few capsicum, tomato, onion, sweet corn, olives and jalapeno.
5)Also spread generous amount of mozzarella cheese. you can use cheese of your choice.
6)Now sprinkle, chilli flakes and mixed herbs.place the bread slice over tawa brushed with generous amount of butter.
7)Cover and cook for 2 minutes on low to medium flame until the cheese melts.
8)Finally, enjoy bread pizza sliced into half."
163,Bread,,,
164,Tandoori Naan,https://youtu.be/5-YhV1gmoo8,"2 cup wheat flour,1 tsp sugar,1 tsp baking powder,1 tsp baking soda,1 tsp salt,1 cup curd,water (for kneading),2 tbsp oil","1)Firstly, in a large bowl take 21  cup wheat flour, 1 tsp sugar, 1 tsp baking powder, 1  tsp baking soda and 1  tsp salt.
2)Mix well making sure everything is well combined.
3)Now add 1  cup curd and start to knead the dough.
4)Add water as required and continue to knead for 5 minutes.
5)Now add 2 tbsp oil and knead until the dough turns fdmooth and soft.
6)Cover and rest for 1 hour or more.after 1 hour, kenad the dough again making sure the dough is soft.
7)Pinch a ball sized dough and dust with wheat flour.
8)Roll gently, making sure the roti is slightly thick.
9)Now sprinkle some water and spread uniformly.
10)Heat the tawa on medium flame, and once the tawa is hot transfer the roti onto the tawa.
11)Make sure the waterside is facing down. press gently, so that the roti sticks to the pan.
12)Cook for a minute or until the roti partially puffs up and the base gets cooked up.
13)Now flip the tawa onto the flame and cook until the roti is cooked uniformly.
14)Don't worry if there are some black spots appearing. 
15)It gives a tandoor effect."
165,ChurChur Naan,https://youtu.be/K-xvfTIsFM0,"For dough:2 cup maida / plain flour,1 tsp sugar,1 tsp baking powder,1 tsp baking soda,1 tsp salt,3 tbsp ghee / clarified butter,1 cup curd / yogurt,1 cup water,1 tsp oil (for greasing),For stuffing:2 potato / aloo (boiled & mashed),1 cup paneer / cottage cheese (grated),1 tsp ginger paste,2 chilli (finely chopped),1 onion (finely chopped),1 tsp coriander seeds (crushed),1 tsp kashmiri red chilli powder,1 tsp garam masala,1 tsp cumin powder,1 tsp aamchur,1 tsp pepper powder,2 tbsp coriander (finely chopped),1 tsp salt,Other ingredients:maida / plain flour (for dusting),ghee / clarified butter,water (for sealing),coriander (for decorating),paneer / cottage cheese (for garnishing)","Dough preparation:
1)Firstly, in a large bowl take 2 cup maida, 1  tsp sugar, 1  tsp baking powder, 1  tsp baking soda and 1 tsp salt. mix well.
2)Now add 3 tbsp ghee, crumble and mix until the flour turns moist.
3)Further, add 1  cup curd and mix until it is well combined.add 1  cup water and start to knead the dough.
4)Knead for 5 minutes, to form a smooth and soft dough.tuck the dough and grease with 1 tsp oil. 
5)Rest the dough for 2 hours.
Stuffing preparation:
1)Firstly, in a bowl take 2 potato, 1 cup paneer, 1 tsp ginger paste, 2 chilli and 1 onion.
2)Also add 1 tsp coriander seeds, 1  tsp chilli powder, 1  tsp garam masala, 1  tsp cumin powder, 1 tsp aamchur, 1  tsp pepper powder, 2 tbsp coriander and 1  tsp salt.
3)Mix well making sure everything is well combined.
Chur chur naan preparation:
1)After 2 hours of resting the dough, knead the dough again.
2)Pinch a large ball sized dough and dust with maida.
3)Roll and flatten as thin as possible.
4)Now spread 2 tsp of ghee over it and sprinkle 2 tsp of maida.
5)Mix and spread uniformly.now roll into a cylindrical and further roll again into a spiral.
6)Further using a rolling pin, flatten slightly stuff a ball sized prepared stuffing and seal it.
7)Now sprinkle 2 tsp of coriander and press gently.
8)Press and flatten well making sure to form a thick disk.
9)Turn over and with the help of a rolling pin, flatten slightly without getting the stuffing out.
10)Rush with water on one side of naan (brush water on the plain side of naan). 
11)Take sure you coat uniformly. this helps naan to stick on tawa.
12)Furthermore, slowly flip over and put it on hot tawa. remember, be gentle and put the water coated side down to tawa. 
13)Also do not use nonstick tawa.slightly press. this helps the naan to stick on to the tawa and when you flip the tawa upside down it will be intact.
14)Now after a minute, flip the tawa upside down and cook naan directly on flame till they turn golden brown.
15)Gently scrape the naan from the bottom and remove.
16)If the edges are uncooked, you can directly cook over the flame.
17)Spread a generous amount of butter over naan and crush slightly to separate layers.
18)Finally, garnish with grated paneer and serve chur chur naan with chana masala."
166,Garlic Naan,https://youtu.be/zosoH5dH-uo,"2 cup maida / plain flour,1 tsp baking soda,1 tsp baking powder,1 tsp salt,2 tbsp oil,1 cup curd / yogurt,1 tsp garlic (grated),water (for kneading),for garlic butter:3 tbsp butter (melted),1 tsp garlic (grated),2 tbsp coriander (finely chopped)","1)Firstly, in a large mixing bowl take 2 cup maida, 1  tsp baking soda and 1 tsp baking powder and ? tsp salt. 
2)Mix well.add 2 tbsp oil, 1  cup curd and 1 tsp garlic.
3)Mix well making sure everything is well combined.
4)Further, add water as required and knead to a smooth and soft dough.
5)Grease the dough with oil, cover and rest for 2 hours.meanwhile prepare garlic butter by mixing 3 tbsp butter, 1 tsp garlic and 2 tbsp coriander.
6)After 2 hours, knead the dough slightly. to remove if any air present in the dough. 
7)Pinch a ball sized dough.gently roll to oval shape using a rolling pin. 
8)Make sure you do not make too thin nor thick. and also keep the size in mind. 
9)It should not be larger than your tawa size.grease with water over naan. 
10)Make sure you coat uniformly. this helps naan to stick on tawa.
11)Furthermore, slowly flip over and put it on hot tawa. remember, be gentle and put the water coated side down to tawa. 
12)Also do not use nonstick tawa.slightly press. 
13)This helps the naan to stick on to the tawa and when you flip the tawa upside down it will be intact.
14)Now after a minute, flip the tawa upside down and cook naan directly on flame till they turn golden brown.
15)Also brush with some prepared garlic butter mixed with coriander leaves.
16)Gently scrape the naan from the bottom and remove.
17)Finally, serve garlic naan hot with your favourite curry like mattar paneer."
167,Butter Naan,https://youtu.be/ls36bJs9-YI,"For dough:2 cups maida / all-purpose flour / refined flour / plain flour,1 tsp sugar,1 tsp baking powder,1 tsp baking soda,salt to taste,cup curd / yogurt (fresh thick),2 tsp oil,lukewater as required (to knead),Other ingredients:2 tbsp butter,1 tbsp coriander leaves (finely chopped)","1)Firstly, knead the dough for 10 minutes with ingredients listed for dough.
2)Cover with a moist cloth and rest for 2 hours in warm place.
3)After 2 hours, knead the dough slightly. to remove if any air present in the dough.
4)Pinch a ball sized dough.gently roll to oval shape using rolling pin. 
5)Make sure you do not make too thin nor thick. and also keep the size in mind. 
6)It should not be larger than your tawa size.grease with water over naan.
7)Frthermore, slowly flip over and put it on hot tawa and slightly press.
8)Now after a minute, flip the tawa upside down and cook naan directly on flame till they turn golden brown.
9)Also brush with some butter mixed with coriander leaves.
10)Gently scrape the naan from bottom and remove.
11)Finally, serve butter naan hot with your favourite curry like mattar paneer."
168,Kulcha Naan,https://youtu.be/ENCfpz2k5GQ,"2 cup maida / plain flour / all purpose flour,1 tsp sugar,1 tsp baking powder,1 tsp baking soda,1 tsp salt,2 tsp oil,1 cup curd / yogurt,1 cup water (to knead dough),4 tsp black sesame seeds / til,1 cup coriander leaves (finely chopped),2 tbsp butter (to brush)","1)Firstly, in a large mixing bowl take 2 cup maida, 1 tsp sugar, 1 tsp baking powder, 1  tsp baking soda, 1  tsp salt and 2 tsp oil.
2)Add in 1  cup curd and mix well.further add ? cup water or as required and knead dough.
3)Knead to smooth and soft dough adding more water if required.cover and rest for 2 hours or more.
4)Pinch a ball sized dough and flatten.sprinkle some black sesame seeds and coriander leaves.
5)Gently roll to oval shape using rolling pin.brush with water over kulcha.
6)Furthermore, slowly flip the kulcha and put it on hot tawa.
7)Now after a minute, flip the tawa upside down and cook kulcha directly on flame till they turn golden brown and puffs up.
8)Gently scrape the kulcha from bottom and remove.also brush some butter.
9)Finally, serve plain kulcha hot with your favourite curry like paneer butter masala."
169,Naan Berenji,https://youtu.be/xze69idVfjA,"1.5 Cup (9 oz / 255g) Rice Flour,1 Cup (4.5 oz / 127g) Confectioners (Powdered) Sugar,5.3 oz (150g) Unsalted Butter,1 Large Egg (yolk),1 Tsp Ground Cardamom,Poppy Seeds","Preparations:
1) Melt the unsalted butter.
Directions:
1) Combine rice flour, confectioners sugar, and ground cardamom in a large bowl.
2) Add the melted butter and stir until well mixed. (Knead with your hands if needed).
3) Beat the egg yolk in a separate bowl.
4) Stir in egg yolk to the mixture.
5) Keep the batter in a refrigerator for 30 minutes.
6) Take a spoon of the batter, make a 2 inch ball and place on a cookie pan covered with parchment paper. 
7) Garnish with poppy seeds.
8) Preheat oven to 300 degree F (149 degree C), bake the cookies for 15 minutes."
170,Naan  ,,,
171,Mushroom Kalan,https://youtu.be/asZBAGe1vIw,"For mushroom pakoda:2 cup mushroom (finely chopped),1 cup cabbage (finely chopped),2 onion (finely chopped),1 tsp turmeric,1 tsp chilli powder,1 tsp garam masala,1 tsp ginger garlic paste,1 tsp salt,1 cup maida / plain flour,1 cup cornflour,oil (for frying),For sauce:2 tbsp oil,1 onion (finely chopped),1 tsp ginger garlic paste,1 tsp turmeric,1 tsp chilli powder,1 tsp garam masala,1 tsp coriander powder,1 tsp pepper powder,1 tsp salt,2 tbsp tomato sauce,2 tbsp vinegar,2 tbsp soy sauce,2 tbsp cornflour,1 cup water,few curry leaves,2 tbsp coriander (finely chopped)","1)Firstly, in a large bowl take 2 cup mushroom, 1 cup cabbage and 1  onion.add 1  tsp turmeric, 1 tsp chilli powder, 1  tsp garam masala, 1 tsp ginger garlic paste and 1  tsp salt.
2)Squeeze and mix well until the water is released and spices are combined well.
3)Further, add 1  cup maida and 1  cup cornflour.mix well forming a soft dough.
4)Wet your hands with water and scoop a ball sized mushroom pakoda batter.
5)Drop the pakoda batter in hot oil keeping the flame on medium.
6)Stir occasionally, and fry for at least 10 minutes or until the pakoda turns crisp.
7)Drain off the pakoda onto the kitchen paper to absorb excess oil. 
8)Keep aside.in a large wok, heat 2 tbsp oil. 
9)Add 1  onion, 1 tsp ginger garlic paste and saute well.
10)Keeping the flame on low add 1  tsp turmeric, 1  tsp chilli powder, 1  tsp garam masala, 1  tsp coriander powder, 1  tsp pepper powder and 1  tsp salt.
11)Stir fry until the spices are well combined.now add 2 tbsp tomato sauce, 2 tbsp vinegar and 2 tbsp soy sauce.
12)Stir fry on high flame until the sauces are combined well."
172,Mushroom Sabji,https://youtu.be/ruCRDIIAgC8,"4 tsp oil,1 tsp mustard,1 tsp cumin / jeera,few curry leaves,3 clove garlic (sliced),1 green chilli (slit),1 onion (finely chopped),1 tsp ginger paste,1 tomato (chopped),500 grams mushroom (slice),1 tsp salt,1  tsp turmeric,1 tsp kashmiri chilli powder,1 tsp garam masala,tsp pepper (crushed),2 tbsp coriander leaves (chopped),1 tbsp lemon juice","1)Firstly, in a large kadai heat 4 tsp oil and add 1  tsp mustard, 1  tsp cumin, few curry leaves.also, add 3 clove garlic and 1 green chilli. 
2)Saute and splutter.further add 1 onion, 1 tsp ginger paste and saute well.
3)Additionally, add 1 tomato and saute till tomatoes turn soft and mushy.
4)Furthermore, add 500 grams of sliced mushroom and 1  tsp salt.
5)Saute for 2 minutes and cover and simmer for 10 minutes.
6)Now add 1  tsp turmeric, 1  tsp chilli powder, 1  tsp garam masala and 1  tsp pepper.
7)Saute for a minute till masala gets cooked well.now add 2 tbsp coriander leaves and 1 tbsp lemon juice. 
8)Mix well.finally, serve mushroom ki sabji recipe with roti / chapati."
173,Mushroom 65,https://youtu.be/pq1ksqQTe1Q,"1 cup besan / gram flour,1 cup rice flour, 1 tsp kashmiri red chilli powder / lal mirch powder,pinch of baking soda,1  tsp chaat masala,tsp ajwain / caraway,pinch of hing / asafoetida,1 tsp ginger garlic paste,salt to taste,1 cup water","1)Firstly, in a large mixing bowl take 1 cup besan and 1  cup rice flour.
2)Also add 1  tsp chilli powder, 1  tsp chaat masala, 1  tsp ajwain, 1  tsp ginger garlic paste, pinch of hing and 1  tsp salt.
3)Add in 1  cup water and whisk smooth.make a smooth batter without forming any lumps.
4)Also add a pinch of baking soda and mix gently. 
5)Do not over mix as baking soda will loose its property.
6)Make sure the batter is flowing consistency.
7)Dip the small mushroom into prepared besan batter and coat it completely.
8)Furthermore, deep fry in hot oil.also stir occasionally and fry on both sides.
9)Further, fry the mushroom till they turn golden brown.
10)Finally, mushroom pakoda recipe is ready to serve."
174,Mushroom Rice,https://youtu.be/Etao4R1ea-Y,"For rice:6 cup water,1 tsp  oil,1 tsp salt,1 cup basmati rice (soaked 20 min),for mushroom fried rice:6 tsp  oil,250 grams mushroom (sliced),1 chilli (slit),3 clove garlic (finely chopped),2 onion (finely chopped),4 tbsp spring onion (chopped),2 carrot (chopped),5 beans (chopped),2 capsicum (chopped),1 tsp salt,2 tbsp soy sauce,1 tbsp vinegar,1 tsp pepper (crushed)","1)Firstly, in a large kadai heat 4 tsp oil and saute 250 grams mushrooms.
2)Stir-fry for 2 minutes, coating oil uniformly.simmer and cook for 3 minutes, or until mushrooms are cooked well.
3)Do not overcook the mushrooms, keep aside.
4)In the same kadai heat 2 tsp oil and add 1 chilli, 3 clove garlic and saute well.
5)Now add 1  onion, 2 tbsp spring onion and saute on high flame.
6)Also add 1  carrot, 5 beans, 1  capsicum and stir fry on high flame.
7)Do not overcook vegetables.now add fried mushrooms and 1  tsp salt. 
8)Mix well.make space in the centre, and add 2 tbsp soy sauce and 1 tbsp vinegar.
9)Stir fry on high flame, combining well.add in cooked rice, 1 tsp pepper and 1  tsp salt.
10)Mix gently, without breaking the rice.
11)Finally, enjoy mushroom fried rice garnished with more spring onions."
175,Mushroom Tikka,https://youtu.be/wmn0JWp803k,"For marination:cup curd / yogurt (thick),2 tbsp besan / gram flour (roasted),1 tsp turmeric / haldi,1 tsp kashmiri red chilli powder,2 tsp coriander powder,1 tsp cumin powder / jeera powder,2 tbsp lemon juice,1 tsp garam masala,1 tsp ajwain / caraway,2 tsp oil,1 tsp kasuri methi / dry fenugreek leaves,1 tsp ginger garlic paste,salt to taste,Vegetables:10 small mushrooms,2 onion (petals),2 green capsicum (cubed),red capsicum (cubed),Other ingredients:3 tsp oil (for roasting),pinch of chaat masala,","1)Firstly, in a large mixing bowl take all the ingredients listed under for marination.
2)Mix well to form a smooth and thick mixturadd in 10 small mushrooms, 1  onion, 1  green capsicum.
3)Mix gently coating the marination sauce.cover and refrigerate for 30 minutes or overnight.
4)After marination, insert the marinated mushroom, capsicum and onions into wooden skewers.
5)Further, roast it on a hot tawa or grill in oven or tandoor.also spread a tsp of oil over the tikka.
6)Roast on medium flame and keep rotating in between.roast all sides, making sure it doesn?t burnt.
7)Finally, sprinkle some chaat masala and serve mushroom tikka immediately."
176,Mushroom,,,
177,Pumpkin Mousse,https://youtu.be/NpEZkx0mavU,"4.25 oz (120g) Dark Chocolate,4 oz (113g) extra Creamy Whipped Topping,1 Tbsp Sugar,1/8 Tsp Rum Flavor,Vegetable Oil,1/4 Tsp Vanilla Extract,1/8 Tsp Ground Cloves,1/4 Tsp Ground Nutmeg,1/4 Tsp Ginger Powder,1/2 Tsp Ground Cinnamon,8 oz (227g) Pureed pumpkin","PREPARATIONS:
1) blow the balloons to 4 inches or as preferred.
DIRECTIONS:
1) Place the dark chocolate in a bowl.
2) Melt dark chocolate in a microwave.
3) Add rum flavor to the melted chocolate. Stir well.
4) Using cotton ball, rub the balloons with vegetable oil.
5) Deep the balloons half way into the melted chocolate.
6) Place the balloons on parchment paper.
7) Keep the balloons in a refrigerator for 30 minutes.Meanwhile.
8) Place pureed pumpkin in another bowl.
9) Add vanilla extract, ground cloves, ground nutmeg, ginger powder, ground cinnamon, and stir well.
10) Add extra creamy whipped topping to the mixture and a tbsp of sugar and stir thoroughly.
11)Remove the balloons from refrigerator, bust the balloons and remove from the chocolate cups.
12) Fill the chocolate cups with the pumpkin mixture.Keep in refrigerator. "
178,Pumpkin Kuitareh,https://youtu.be/dwxwVfxaJ3E,"1 1/2 Lb (679 g) Pumpkin,2 Tbsp Vegetable Oil,3 Garlic Cloves,Turmeric, White Pepper Powder, Salt,2 Tbsp Tomato Paste,1/3 Cup Walnuts,1 Tbsp Sugar,2 Tbsp Pomegranate Molasses,Angelica Ground (optional)","PREPARATIONS:
1) Peel the pumpkin and cut in small pieces.
2) Grind the walnuts.
DIRECTIONS:
1) Simmer the pumpkins over medium heat for 40 to 45 minutes or until tender.
2) Mash 3 garlic cloves and saute in 2 tbsp vegetable oil.
3) Add turmeric, white pepper powder, tomato paste and continue frying for few more minutes.
4) Meanwhile, mash the cooked pumpkin.
5) Add mashed pumpkins to the garlic pot.
6) Add the ground walnuts, salt, 1 tbsp sugar, 2 tbsp pomegranate molasses, stir well until well mix.
7) Cover the pot with a lid, leave a crack for the steam to escape.
8) Simmer for 2 hours over low heat.
9) Pour in angelica if preferred.        "
179,Pumpkin Puree,https://youtu.be/5CvsIqIntM4,1 Pumpkin,"1) Cut the pumpkin in half.
2) Remove the seeds thoroughly.
3) Place the pumpkins on a 4 inch deep bakeware.
4) Preheat oven to 375 degree F (190 degree C), cook pumpkins for 40 minutes.
5) Allow few minutes to cool down.
6) Spoon out the pumpkin's pulp into a large bowl.
7) Mash the pulp thoroughly."
180,Pumkin Sabji,https://youtu.be/PwBiczZzbQA,"4 tsp oil,1 bay leaf,1 tsp cumin / jeera,1 tsp methi / fenugreek,pinch hing / asafoetida,2 chilli (slit),1 tsp ginger paste,600 grams pumpkin / kaddu (cubed),1 tsp turmeric,1 tsp kashmiri red chilli powder,1 tsp coriander powder,1 tsp garam masala,1 tsp salt,1.5 cup water,1 tsp jaggery,1 tsp aamchur / dry mango powder,2 tbsp coriander (finely chopped)","1)Firstly, in a large kadai heat 4 tsp oil and saute spices.
2)Also, saute 2 chilli and 1 tsp ginger paste until it turns aromatic.
3)Further, add 600 grams pumpkin and saute for 2 minutes.additionally, add spice powder and ? tsp salt.
4)Saute for 2 minutes until the spices are well combined.add 1  cup water, cover and cook for 10 minutes stirring in between.cook until the pumpkin is cooked well.
5)Now add 1 tsp jaggery, 1 tsp aamchur and 1  cup water.
6)Mix well and cook until the pumpkin absorbs all the flavour.
7)Finally, add coriander and enjoy kaddu ki sabzi with roti."
181,Pumpkin Fry,https://youtu.be/PwBiczZzbQA,"2 medium sized kumbalakai / ash gourd / winter melon,1 green chilli,1 tsp turmeric powder,2 cup water,1 cup grated / desiccated / shredded coconut,few coriander leaves (chopped),salt to taste,For tempering:3-4 tsp oil,1 tsp mustard seeds,1 tsp urad dal,1 tsp channa dal,1 tsp cumin seeds,2 dried red chillies,a pinch of asafoetida / hing,few curry leaves","1)Chop the kumbalakai / ash gourd / winter melon into small cubes separating seeds and skin. 
2)Also finely chopped chilli and coriander leaves. keep it aside.
3)In a large kadai, heat oil and add mustard seeds, cumin seeds, urad dal, channa dal, red chilli and hing.
4)When it starts to splutter, add green chilies and curry leaves. 
5)Saute for 30 sec.then add chopped kumbalakai (ash gourd or winter melon).
6)Also add turmeric powder and saute for a minute.
7)Now add 1  cup of water.season with some salt to taste.
8)Cover with the lid and cook for 5 minutes in low flame. 
9)Stir in between so that kumblakai cooks uniformly.
10)Once they are cooked add fresh/desiccated/shredded coconut and give a good mix.
11)Finally add some coriander leaves and serve.
12)Serve kumbalakai palya with chapathi or steamed rice and sambar."
182,Pumpkin,,,
183,Beans Stew,https://youtu.be/zlxQzIAShO4,"1 lb (453 g) Green Beans,1 lb (453 g) Stew Beef,1 Small Onion,2 Tbsp Vegetable Oil,2 Small Potatoes,1 Tbsp Tomato Paste,Turmeric, Salt, Ground Chili Pepper,Persian spice mix (Advieh)","PREPARATIONS:
1) Dice the onion.
2) Chop stew beef in small pieces.
3) Peel and dice the potatoes.
4) Cut the green beans.
5) Boil 4-5 Cups Water.
DIRECTIONS:
1) Fry the onions in a small pot with 2 tbsp vegetable oil until translucent .
2) Add the Chopped Stew beef to the pot, stir and continue frying until the beef becomes brown.
3) Add Persian spice mix or/and Turmeric and ground chili pepper, stir and continue frying for few more minutes.
4) Pour in enough boiling water to cover the mixture by 2 inches (Approx. 1.5 cup Boiling water).
5) Cover the pot with the lid and simmer for 75 minutes.
6) Add 1 tbsp tomato paste and stir.
7) Add the green beans to the pot and stir.
8) Cover the pot with a lid and simmer for 20 minutes.
9) Add the diced potatoes and salt to the pot and cover with a lid and continue cooking for 15 more minutes."
184,Beans Sabji,https://youtu.be/1AishpM04oE,"2 tbsp oil,1 tsp cumin / jeera,1 tsp kasuri methi,1 onion (finely chopped),1 tsp ginger garlic paste,400 grams beans (chopped),0.5 tsp turmeric,1 tsp kashmiri red chilli powder,1 tsp coriander powder,1 tsp garam masala,1 tsp aamchur,1 tsp salt,1 tomato (roughly chopped),2 tbsp coriander (finely chopped)","1)Firstly, in a large kadai heat 2 tbsp oil and saute 1  tsp cumin and 1 tsp kasuri methi until it turns aromatic.
2)Add 1 onion, 1 tsp ginger garlic paste and saute well.
3)Further, add 400 grams beans and stir fry for 2 minutes.
4)Also add 1  tsp turmeric, 1  tsp chilli powder, 1 tsp coriander powder, 1  tsp garam masala, 1  tsp aamchur and ? tsp salt.
5)Saute for a minute or until spices are well combined.
6)Cover and cook for 5 minutes or until beans are half cooked.
7)Now add 1 tomato and mix well.cover and simmer for 5 minutes or until tomatoes soften.
8)Finally, enjoy beans ki sabji with chapati or rice."
185,Beans Puloa,https://youtu.be/O6Ph6GSxF2A,"1 tbsp ghee / clarified butter,1 bay leaf / tej patta,1 tsp pepper,1 star anise,1 inch cinnamon stick / dalchini,4 clove / lavang,1 tsp jeera / cumin,2 onion (thinly sliced),1 tsp ginger garlic paste,1 to mato (finely chopped),0.5 tsp turmeric / haldi,1 cup rajma / red kidney beans (soaked overnight & boiled 10 minutes),1 tsp kashmiri red chilli powder / lal mirch powder,2 tbsp coriander leaves (finely chopped),1 tsp coriander powder,1 tsp garam masala,1 tsp salt,1 cup basmati rice (soaked 20 minutes),2 cup water","1)Firstly, in a pressure cooker heat 1 tbsp ghee and saute 1 bay leaf, 1  tsp pepper, 1 star anise, 1 inch cinnamon, 4 clove and 1 tsp jeera till they turn aromatic.
2)Also saute 1  onion till they turn slightly golden.
3)Now add 1 tsp ginger garlic paste and saute well.
4)Additionally add 1 tomato and saute till it turns soft and mushy.
5)Now add 1 cup rajma (soaked overnight and boiled for 10 minutes) and saute for a minute.
6)Further add spices and 1 tsp salt. 
7)Saute on low flame.add in 1 cup basmati rice, soaked 20 minutes and saute for a minute.
8)Now add 2 cup water and 2 tbsp coriander leaves. stir well.
9)Cover and pressure cook on medium flame for 2 whistle.
10)Finally, serve rajma pulao with raita or pack to your lunch box."
186,Carrot Beans,https://youtu.be/48QMJ1Zi2uY,"4 tsp oil,1 tsp mustard,1 tsp urad dal,1 tsp chana dal,few curry leaves,2 dried red chilli,2 onion (finely chopped),2 chilli (slit),2 cup carrot (chopped),2 cup beans (chopped),1 tsp turmeric,1 tsp salt,cup water,1 cup coconut (grated)     ","1)Firstly, in a large kadai heat 4 tsp oil and splutter 1 tsp mustard, 1 tsp urad dal, 1 tsp chana dal, few curry leaves and 2 dried red chilli.
2)Add 1  onion, 2 chilli and saute until onions shrink slightly.
3)Further, add 2 cup carrot, 2 cup beans, 1  tsp turmeric and 1 tsp salt.
4)Stir-fry for 2 minutes, or til spices are well combined.
5)Add 1  cup water and mix well.cover and cook for 15 minutes, or until vegetables are cooked well yet retain their shape.
6)Now add 1  cup coconut and mix well.
7)Finally, enjoy carrot beans poriyal with hot steamed rice along with saaru."
187,Beans,,,
188,TuttiFrutti Cookies,https://youtu.be/GID_11h0PPg,"75 gram butter (room temperature),1 cup (60 gram) powdered sugar,1 cup (165 gram) maida / plain flour,1 cup (38 gram) custard powder (vanilla flavoured),pinch salt,1 tsp baking powder,pinch baking soda,3 tbsp (30 gram) red tutti frutti,3 tbsp (30 gram) green tutti frutti,2 tbsp (20 gram) cashew (chopped),1 tsp pineapple extract,2 tbsp milk","1)Firstly, in a large bowl take 75 gram butter and 1  cup powdered sugar.
2)Beat well until the butter turns smooth and creamy.
3)Place a sieve and add 1 cup maida, 1  cup custard powder, pinch salt, 1  tsp baking powder and pinch baking soda.mix well making sure everything is well combined.further, add 3 tbsp red tutti frutti, 3 tbsp green tutti frutti and 2 tbsp cashew.
40Also, add 1 tsp pineapple extract and mix well.
5)Add 3 tbsp milk and start to prepare the dough.
6)Do not knead the dough, just combine together.
7)Shape the dough into cylindrical log and shape ends.
8)Wrap in clip wrap and refrigerate for 60 minutes.
9)Cut into thick slices and place on the baking tray.
10)Preheat the oven and bake at 180  degree  celsius for 15 minutes.
11)Finally, cool completely and enjoy tutti frutti cookies for a week."
189,Cumin Cookies,https://youtu.be/Qs4QMnimoHY,"1 cup (100 gm) butter,softened,1 cup (200 gm) wheat flour / atta,1 tsp salt,2 tsp baking powder,1.5 tsp baking soda,1 tbsp cumin / jeera,3 tbsp milk","1)Firstly, in a large bowl take 1  cup butter and beat well.
2)Beat until butter turns smooth and creamy.
3)Place a sieve and add 11  cup wheat flour, 1  tsp salt, 1  tsp baking powder and 1  tsp baking soda.sieve the flour well making sure there are no lumps.now add 1 tbsp cumin and mix well.mix to a crumble texture.
4)Further, add 3 tbsp milk and start to prepare the dough.
5)Do not knead the dough, just combine together.
6)Shape the dough into cylindrical log and shape ends.
7)Wrap in clip wrap and refrigerate for 30 minutes.
8)Cut into thick slices and place on the baking tray. 
9)Also, sprinkle little jeera on top and press gently.
10)Preheat the oven and bake at 180  degree  celsius for 15 minutes.
11)Finally, cool completely and enjoy jeera biscuits for a week."
